medicament;typ_medicament
PANTOPRAZOLE ISOMED;Produit
PANTOPRAZOLE KRKA;Produit
PANTOPRAZOLE MYLAN PHARMA;Produit
PANTOPRAZOLE PHR LAB;Produit
PANTOPRAZOLE RANBAXY;Produit
PANTOPRAZOLE RATIOPHARM;Produit
PANTOPRAZOLE RPG;Produit
PANTOPRAZOLE SANDOZ;Produit
PANTOPRAZOLE SODIQUE ANHYDRE;Substance
PANTOPRAZOLE SODIUM SESQUIHYDRATE (GB);Substance
PANTOPRAZOLE TEVA;Produit
PANTOPRAZOLE TEVA SANTE;Produit
PANTOPRAZOLE ZENTIVA;Produit
PANTOPRAZOLE ZYDUS;Produit
PANTOPRAZOLE ZYDUS FRANCE;Produit
PARACETAMOL;Substance
PARACETAMOL ACCORD;Produit
PARACETAMOL ACTAVIS;Produit
PARACETAMOL AHCL;Produit
PARACETAMOL ALMUS;Produit
PARACETAMOL ALTER;Produit
PARACETAMOL ARROW;Produit
PARACETAMOL BIOGARAN;Produit
PARACETAMOL CODEINE ARROW;Produit
PARACETAMOL CODEINE BIOGARAN;Produit
PARACETAMOL CODEINE CRISTERS;Produit
PARACETAMOL CODEINE EG;Produit
PARACETAMOL CODEINE MYLAN;Produit
PARACETAMOL CODEINE SANDOZ;Produit
PARACETAMOL CODEINE TEVA;Produit
PARACETAMOL CRISTERS;Produit
PARACETAMOL EG;Produit
PARACETAMOL EVOLUGEN;Produit
PARACETAMOL ISOMED;Produit
PARACETAMOL MYLAN;Produit
PARACETAMOL MYLAN PHARMA;Produit
PARACETAMOL NOR;Produit
PARACETAMOL RANBAXY;Produit
PARACETAMOL RATIOPHARM;Produit
PARACETAMOL SANDOZ;Produit
PARACETAMOL SUN;Produit
PARACETAMOL TEVA;Produit
PARACETAMOL TEVA SANTE;Produit
PARACETAMOL ZENTIVA CONSEIL;Produit
PARACETAMOL ZYDUS;Produit
PARAFFINE LIQUIDE;Substance
PARAFFINE LIQUIDE LEGERE;Substance
PARAFFINE SOLIDE;Substance
PARALYOC;Produit
PARAPSYLLIUM;Produit
PARIET;Produit
PARKINANE;Produit
PARLODEL;Produit
PAROEX;Produit
PAROXETINE (CHLORHYDRATE DE) ANHYDRE;Substance
PAROXETINE (CHLORHYDRATE DE) HEMIHYDRATE;Substance
PAROXETINE (MESILATE DE);Substance
PAROXETINE ALMUS;Produit
PAROXETINE ALTER;Produit
PAROXETINE ARROW;Produit
PAROXETINE BIOGARAN;Produit
PAROXETINE CRISTERS;Produit
PAROXETINE EG;Produit
PAROXETINE EVOLUGEN;Produit
PAROXETINE ISOMED;Produit
PAROXETINE MYLAN;Produit
PAROXETINE PFIZER;Produit
PAROXETINE PHR LAB;Produit
PAROXETINE RANBAXY;Produit
PAROXETINE RATIOPHARM;Produit
PAROXETINE RPG;Produit
PAROXETINE SANDOZ;Produit
PAROXETINE TEVA;Produit
PAROXETINE TEVA SANTE;Produit
PAROXETINE ZENTIVA;Produit
PAROXETINE ZYDUS;Produit
PASIREOTIDE (DIASPARTATE DE);Substance
PASIREOTIDE (PAMOATE DE);Substance
PASTEUR VACCINS;Produit
PAXELADINE;Produit
PAZOPANIB (CHLORHYDRATE DE);Substance
PECFENT;Produit
PEDIAZOLE;Produit
PEFLACINE;Produit
PEFLOXACINE (MESILATE DE) DIHYDRATE;Substance
PEG-IFN ALFA-2B (BACTERIE/ESCHERICHIA COLI);Substance
PEGAPTANIB OCTASODIUM;Substance
PEGASYS;Produit
PEGFILGRASTIM (BACTERIE/ESCHERICHIA COLI);Substance
PEGINTERFERON ALFA-2A (BACTERIE/ESCHERICHIA COLI);Substance
PEGINTERFERON BÊTA-1A (MAMMIFERE/HAMSTER/CELLULES CHO);Substance
PEGVISOMANT (BACTERIE/ESCHERICHIA COLI);Substance
PELGRAZ;Produit
PENICILLAMINE;Substance
PENTACARINAT;Produit
PENTAERYTHRITOL;Substance
PENTAMIDINE (ISETIONATE DE);Substance
PENTASA;Produit
PENTAVAC;Produit
PERAMPANEL;Substance
PERGOTIME SERONO;Produit
PERGOVERIS;Produit
PERIDYS;Produit
PERIKABIVEN;Produit
PERINDOPRIL (TOSILATE DE);Substance
PERINDOPRIL ACTAVIS;Produit
PERINDOPRIL AMLODIPINE HCS;Produit
PERINDOPRIL AMLODIPINE ZENTIVA;Produit
PERINDOPRIL ARGININE;Substance
PERINDOPRIL ARGININE BIOGARAN;Produit
PERINDOPRIL ARGININE INDAPAMIDE BIOGARAN;Produit
PERINDOPRIL ARROW;Produit
PERINDOPRIL ARROW GENERIQUES;Produit
PERINDOPRIL BIOGARAN;Produit
PERINDOPRIL EG;Produit
PERINDOPRIL EVOLUGEN;Produit
PERINDOPRIL INDAPAMIDE ARROW;Produit
PERINDOPRIL INDAPAMIDE ARROW LAB;Produit
PERINDOPRIL INDAPAMIDE KRKA;Produit
PERINDOPRIL INDAPAMIDE MYLAN;Produit
PERINDOPRIL INDAPAMIDE RATIOPHARM;Produit
PERINDOPRIL INDAPAMIDE SANDOZ;Produit
PERINDOPRIL INDAPAMIDE TEVA;Produit
PERINDOPRIL INDAPAMIDE ZENTIVA LAB;Produit
PERINDOPRIL INDAPAMIDE ZYDUS;Produit
PERINDOPRIL INDAPAMIDE ZYDUS France;Produit
PERINDOPRIL ISOMED;Produit
PERINDOPRIL KRKA;Produit
PERINDOPRIL MYLAN;Produit
PERINDOPRIL PHR LAB;Produit
PERINDOPRIL RANBAXY;Produit
PERINDOPRIL RATIOPHARM;Produit
PERINDOPRIL SANDOZ;Produit
PERINDOPRIL TERT-BUTYLAMINE;Substance
PERINDOPRIL TERT-BUTYLAMINE AMLODIPINE EG;Produit
PERINDOPRIL TEVA SANTE;Produit
PERINDOPRIL TOSILATE INDAPAMIDE TEVA;Produit
PERINDOPRIL TOSILATE TEVA;Produit
PERINDOPRIL ZENTIVA;Produit
PERINDOPRIL ZYDUS;Produit
PERINDOPRIL/INDAPAMIDE BIOGARAN;Produit
PERINDOPRIL/INDAPAMIDE EG;Produit
PERINUTRIFLEX;Produit
PERMETHRINE;Substance
PERMIXON;Produit
PERNAZENE;Produit
PEROXYDE DE BENZOYLE HYDRATE;Substance
PETHIDINE (CHLORHYDRATE DE);Substance
PETHIDINE RENAUDIN;Produit
PEVARYL;Produit
PHENAZONE;Substance
PHENERGAN;Produit
PHENOBARBITAL;Substance
PHENOBARBITAL SODIQUE;Substance
PHENOL;Substance
PHENOXYMETHYLPENICILLINE;Substance
PHENYLALANINE;Substance
PHENYLEPHRINE (CHLORHYDRATE DE);Substance
PHENYTOINE;Substance
PHLOROGLUCINOL (TRIMETHYL ETHER DU);Substance
PHLOROGLUCINOL ARROW;Produit
PHLOROGLUCINOL ARROW LAB;Produit
PHLOROGLUCINOL BIOGARAN;Produit
PHLOROGLUCINOL CRISTERS;Produit
PHLOROGLUCINOL EG;Produit
PHLOROGLUCINOL HYDRATE;Substance
PHLOROGLUCINOL ISOMED;Produit
PHLOROGLUCINOL MYLAN;Produit
PHLOROGLUCINOL RATIOPHARM;Produit
PHLOROGLUCINOL RPG;Produit
PHLOROGLUCINOL SANDOZ;Produit
PHLOROGLUCINOL TEVA;Produit
PHLOROGLUCINOL ZENTIVA;Produit
PHOCYTAN;Produit
PHOLCODINE;Substance
PHOSPHALUGEL;Produit
PHOSPHATE DIPOTASSIQUE;Substance
PHOSPHATE DISODIQUE ANHYDRE;Substance
PHOSPHATE DISODIQUE DODECAHYDRATE;Substance
PHOSPHATE MONOCALCIQUE MONOHYDRATE;Substance
PHOSPHATE MONOPOTASSIQUE;Substance
PHOSPHATE MONOSODIQUE DIHYDRATE;Substance
PHOSPHATE TRICALCIQUE;Substance
PHOSPHONEUROS;Produit
PHOSPHORE ALKO;Produit
PHOSPHORIQUE (ACIDE) CONCENTRE;Substance
PHOSPHOSORB;Produit
PHYSIOGINE;Produit
PHYSIOMYCINE;Produit
PHYSIOTENS;Produit
PHYTOMENADIONE;Substance
PIASCLEDINE;Produit
PIBRENTASVIR;Substance
PICATO;Produit
PICLOXYDINE (DICHLORHYDRATE DE);Substance
PICOPREP;Produit
PILOCARPINE (CHLORHYDRATE DE);Substance
PIMOZIDE;Substance
PINAVERIUM (BROMURE DE);Substance
PINAVERIUM ARROW;Produit
PINAVERIUM BIOGARAN;Produit
PINAVERIUM BIPHAR;Produit
PINAVERIUM EG;Produit
PINAVERIUM MYLAN;Produit
PINAVERIUM SANDOZ;Produit
PINAVERIUM TEVA;Produit
PINAVERIUM TEVA SANTE;Produit
PINDOLOL;Substance
PIPAMPERONE (CHLORHYDRATE DE);Substance
PIPEMIDIQUE (ACIDE) TRIHYDRATE;Substance
PIPERACILLINE SODIQUE;Substance
PIPERACILLINE TAZOBACTAM MYLAN;Produit
PIPERACILLINE TAZOBACTAM SANDOZ;Produit
PIPERAQUINE (TETRAPHOSPHATE DE) TETRAHYDRATE;Substance
PIPERONYLE (BUTOXYDE DE);Substance
PIPOBROMAN;Substance
PIPORTIL;Produit
PIPOTIAZINE;Substance
PIPOTIAZINE (PALMITATE DE);Substance
PIPRAM;Produit
PIRACETAM;Substance
PIRACETAM ARROW;Produit
PIRACETAM MYLAN;Produit
PIRACETAM SANDOZ;Produit
PIRBUTEROL (ACETATE DE);Substance
PIRETANIDE;Substance
PIRFENIDONE;Substance
PIRIBEDIL;Substance
PIRILENE;Produit
PIROXICAM;Substance
PIROXICAM BIOGARAN;Produit
PIROXICAM EG;Produit
PIROXICAM MYLAN;Produit
PIROXICAM PFIZER;Produit
PIROXICAM SANDOZ;Produit
PIROXICAM TEVA;Produit
PIROXICAM WINTHROP;Produit
PIROXICAM ZYDUS;Produit
PIROXICAM-BETACYCLODEXTRINE (COMPLEXE);Substance
PIVALONE;Produit
PIVMECILLINAM (CHLORHYDRATE DE);Substance
PIZOTIFENE (MALATE DE);Substance
PLAQUENIL;Produit
PLAVIX;Produit
PLEGRIDY;Produit
PLITICAN;Produit
PLUREXID;Produit
PNEUMO 23;Produit
PNEUMOVAX;Produit
PODOPHYLLOTOXINE;Substance
POLERY;Produit
POLY(ALCOOL VINYLIQUE);Substance
POLYDEXA;Produit
POLYGYNAX;Produit
POLYMYXINE B (SULFATE DE);Substance
POLYOSIDE D'HAEMOPHILUS INFLUENZAE TYPE B CONJUGUE A UN COMPLEXE PROTEIQUE (OMPC) DE NEISSERIA MENINGITIDIS;Substance
POLYOSIDE DE NEISSERIA MENINGITIDIS DE GROUPE A CONJUGUE A L'ANATOXINE TETANIQUE;Substance
POLYOSIDE DE NEISSERIA MENINGITIDIS DE GROUPE C CONJUGUE A LA PROTEINE TETANIQUE (BACTERIE/NEISSERIA MENINGITIDIS);Substance
POLYOSIDE DE NEISSERIA MENINGITIDIS DE GROUPE W-135 CONJUGUE A L'ANATOXINE TETANIQUE;Substance
POLYOSIDE DE NEISSERIA MENINGITIDIS DE GROUPE Y CONJUGUE A L'ANATOXINE TETANIQUE;Substance
POLYOSIDE HAEMOPHILUS INFLUENZAE TYPE B CONJUGUE A L'ANATOXINE TETANIQUE;Substance
POLYOSIDE PNEUMOCOCCIQUE SEROTYPE 1 CONJUGUE A LA PROTEINE VECTRICE CRM197;Substance
POLYOSIDE PNEUMOCOCCIQUE SEROTYPE 19A CONJUGUE A LA PROTEINE VECTRICE CRM197;Substance
POLYOSIDE PNEUMOCOCCIQUE SEROTYPE 3 CONJUGUE A LA PROTEINE VECTRICE CRM 197;Substance
POLYOSIDE PNEUMOCOCCIQUE SEROTYPE 5 CONJUGUE A LA PROTEINE VECTRICE CRM197;Substance
POLYOSIDE PNEUMOCOCCIQUE SEROTYPE 6A CONJUGUE A LA PROTEINE VECTRICE CRM197;Substance
POLYOSIDE PNEUMOCOCCIQUE SEROTYPE 7F CONJUGUE A LA PROTEINE VECTRICE CRM197;Substance
POLYOXYETHYLENE GLYCOL 3350;Substance
POLYOXYETHYLENE GLYCOL 4000;Substance
PONATINIB (CHLORHYDRATE DE);Substance
PONSTYL;Produit
POTASSIUM (ACETATE DE);Substance
POTASSIUM (CHLORURE DE);Substance
POTASSIUM (CLAVULANATE DE);Substance
POTASSIUM (GLUCONATE DE);Substance
POTASSIUM (GLYCEROPHOSPHATE DE);Substance
POTASSIUM (HYDROXYDE DE);Substance
POTASSIUM (IODURE DE);Substance
POTASSIUM (SULFATE DE);Substance
POTASSIUM (TARTRATE ACIDE DE);Substance
POTASSIUM (TARTRATE DE) NEUTRE;Substance
POTASSIUM H2 PHARMA;Produit
POTASSIUM LIBERTY PHARMA;Produit
POVIDONE;Substance
POVIDONE IODEE;Substance
POVIDONE IODEE TEVA;Produit
PRADAXA;Produit
PRALUENT;Produit
PRAMIPEXOLE (DICHLORHYDRATE DE) MONOHYDRATE;Substance
PRAMIPEXOLE ACTAVIS FRANCE;Produit
PRAMIPEXOLE BIOGARAN;Produit
PRAMIPEXOLE EG;Produit
PRAMIPEXOLE MYLAN;Produit
PRAMIPEXOLE SANDOZ;Produit
PRAMIPEXOLE TEVA;Produit
PRAMIPEXOLE ZENTIVA;Produit
PRAMIPEXOLE ZYDUS;Produit
PRASUGREL (CHLORHYDRATE DE);Substance
PRAVADUAL;Produit
PRAVASTATINE ACCORD;Produit
PRAVASTATINE ACTAVIS;Produit
PRAVASTATINE ALMUS;Produit
PRAVASTATINE ALS;Produit
PRAVASTATINE ALTER;Produit
PRAVASTATINE ARROW;Produit
PRAVASTATINE ARROW GENERIQUES;Produit
PRAVASTATINE BIOGARAN;Produit
PRAVASTATINE BIOSTABILEX;Produit
PRAVASTATINE CRISTERS;Produit
PRAVASTATINE CRISTERS PHARMA;Produit
PRAVASTATINE EG;Produit
PRAVASTATINE EVOLUGEN;Produit
PRAVASTATINE GERDA;Produit
PRAVASTATINE ISOMED;Produit
PRAVASTATINE LBR;Produit
PRAVASTATINE MYLAN;Produit
PRAVASTATINE PHR LAB;Produit
PRAVASTATINE RATIO;Produit
PRAVASTATINE RATIOPHARM;Produit
PRAVASTATINE RPG;Produit
PRAVASTATINE SANDOZ;Produit
PRAVASTATINE SODIQUE;Substance
PRAVASTATINE TEVA;Produit
PRAVASTATINE ZENTIVA;Produit
PRAVASTATINE ZYDUS;Produit
PRAXILENE;Produit
PRAZEPAM;Substance
PRAZEPAM ARROW;Produit
PRAZEPAM BIOGARAN;Produit
PRAZEPAM EG;Produit
PRAZINIL;Produit
PRAZIQUANTEL;Substance
PRAZOSINE (CHLORHYDRATE DE);Substance
PREDNISOLONE;Substance
PREDNISOLONE (ACETATE DE);Substance
PREDNISOLONE (PHOSPHATE DISODIQUE DE);Substance
PREDNISOLONE ARROW;Produit
PREDNISOLONE BIOGARAN;Produit
PREDNISOLONE CRISTERS;Produit
PREDNISOLONE EG;Produit
PREDNISOLONE GERDA;Produit
PREDNISOLONE MYLAN;Produit
PREDNISOLONE RATIOPHARM;Produit
PREDNISOLONE SANDOZ;Produit
PREDNISOLONE SUN;Produit
PREDNISOLONE TEVA;Produit
PREDNISOLONE ZENTIVA;Produit
PREDNISONE;Substance
PREDNISONE ARROW;Produit
PREDNISONE BIOGARAN;Produit
PREDNISONE CRISTERS;Produit
PREDNISONE EG;Produit
PREDNISONE MYLAN;Produit
PREDNISONE RATIOPHARM;Produit
PREDNISONE REF;Produit
PREDNISONE SANDOZ;Produit
PREDNISONE TEVA;Produit
PREDNISONE ZENTIVA;Produit
PREGABALINE;Substance
PREGABALINE ALTER;Produit
PREGABALINE ARROW LAB;Produit
PREGABALINE BIOGARAN;Produit
PREGABALINE CRISTERS;Produit
PREGABALINE EG;Produit
PREGABALINE EVOLUGEN;Produit
PREGABALINE HCS;Produit
PREGABALINE MYLAN;Produit
PREGABALINE PFIZER;Produit
PREGABALINE RANBAXY;Produit
PREGABALINE SANDOZ;Produit
PREGABALINE SANDOZ GMBH;Produit
PREGABALINE TEVA SANTE;Produit
PREGABALINE ZENTIVA;Produit
PREGABALINE ZENTIVA K.S.;Produit
PREGABALINE ZYDUS;Produit
PRESTOLE;Produit
PRETERAX;Produit
PREVENAR;Produit
PREVENAR 13;Produit
PREVISCAN;Produit
PREXIDINE;Produit
PREZISTA;Produit
PRILOCAINE;Substance
PRIMALAN;Produit
PRIMIDONE;Substance
PRIMPERAN;Produit
PRINIVIL;Produit
PRINZIDE;Produit
PRIORIX;Produit
PRISTINAMYCINE;Substance
PRITOR;Produit
PRITORPLUS;Produit
PROBENECIDE;Substance
PROCAINE (CHLORHYDRATE DE);Substance
PROCAINE CHLORHYDRATE LAVOISIER;Produit
PROCARBAZINE (CHLORHYDRATE DE);Substance
PROCORALAN;Produit
PROCTOLOG;Produit
PROCUTA;Produit
PRODINAN;Produit
PROFEMIGR;Produit
PROFENID;Produit
PROGESTAN;Produit
PROGESTERONE;Substance
PROGESTERONE BESINS;Produit
PROGESTERONE BIOGARAN;Produit
PROGESTERONE MYLAN;Produit
PROGESTERONE RETARD PHARLON;Produit
PROGESTERONE SANDOZ;Produit
PROGESTERONE TEVA;Produit
PROGESTOGEL;Produit
PROGRAF;Produit
PROGUANIL (CHLORHYDRATE DE);Substance
PROHANCE;Produit
PROKINYL;Produit
PROLIA;Produit
PROLINE;Substance
PROMEGESTONE;Substance
PROMESTRIENE;Substance
PROMETHAZINE (CHLORHYDRATE DE);Substance
PROPAFENONE (CHLORHYDRATE DE);Substance
PROPERICIAZINE;Substance
PROPRANOLOL (CHLORHYDRATE DE);Substance
PROPRANOLOL ACCORD;Produit
PROPRANOLOL BIOGARAN;Produit
PROPRANOLOL EG;Produit
PROPRANOLOL TEVA;Produit
PROPYLEX;Produit
PROPYLTHIOURACILE;Substance
PROSTIGMINE ROCHE;Produit
PROTEINE DE FUSION RECOMBINANTE FHBP DE NEISSERIA MENINGITIDIS GROUPE B (BACTERIE/ESCHERICHIA COLI);Substance
PROTEINE DE FUSION RECOMBINANTE NHBA DE NEISSERIA MENINGITIDIS GROUPE B (BACTERIE/ESCHERICHIA COLI);Substance
PROTEINE DIPHTERIQUE CRM 197;Substance
PROTEINE L1 DE PAPILLOMAVIRUS HUMAIN DE TYPE 16 (HPV) (RECOMBINANT, ADSORBE, AVEC ADJUVANT) (INSECTE/TRICHOPLUSIA NI/HIGH FIVE RIX4446);Substance
PROTEINE L1 DE PAPILLOMAVIRUS HUMAIN DE TYPE 18 (HPV) (RECOMBINANT, ADSORBE, AVEC ADJUVANT) (INSECTE/TRICHOPLUSIA NI/HIGH FIVE RIX4446);Substance
PROTEINE L1 RECOMBINANTE ADSORBEE DU VIRUS HUMAIN PAPILLOMAVIRUS HPV TYPE 11 (LEVURE/SACCHAROMYCES CEREVISIAE CANADE 3C 5 SOUCHE 1895);Substance
PROTEINE L1 RECOMBINANTE ADSORBEE DU VIRUS HUMAIN PAPILLOMAVIRUS HPV TYPE 16 (LEVURE/SACCHAROMYCES CEREVISIAE CANADE 3C 5 SOUCHE 1895);Substance
PROTEINE L1 RECOMBINANTE ADSORBEE DU VIRUS HUMAIN PAPILLOMAVIRUS HPV TYPE 18 (LEVURE/SACCHAROMYCES CEREVISIAE CANADE 3C 5 SOUCHE 1895);Substance
PROTEINE L1 RECOMBINANTE ADSORBEE DU VIRUS HUMAIN PAPILLOMAVIRUS HPV TYPE 31 (LEVURE/SACCHAROMYCES CEREVISIAE CANADE 3C 5 SOUCHE 1895);Substance
PROTEINE L1 RECOMBINANTE ADSORBEE DU VIRUS HUMAIN PAPILLOMAVIRUS HPV TYPE 33 (LEVURE/SACCHAROMYCES CEREVISIAE CANADE 3C 5 SOUCHE 1895);Substance
PROTEINE L1 RECOMBINANTE ADSORBEE DU VIRUS HUMAIN PAPILLOMAVIRUS HPV TYPE 45 (LEVURE/SACCHAROMYCES CEREVISIAE CANADE 3C 5 SOUCHE 1895);Substance
PROTEINE L1 RECOMBINANTE ADSORBEE DU VIRUS HUMAIN PAPILLOMAVIRUS HPV TYPE 52 (LEVURE/SACCHAROMYCES CEREVISIAE CANADE 3C 5 SOUCHE 1895);Substance
PROTEINE L1 RECOMBINANTE ADSORBEE DU VIRUS HUMAIN PAPILLOMAVIRUS HPV TYPE 58 (LEVURE/SACCHAROMYCES CEREVISIAE CANADE 3C 5 SOUCHE 1895);Substance
PROTEINE L1 RECOMBINANTE ADSORBEE DU VIRUS HUMAIN PAPILLOMAVIRUS HPV TYPE 6 (LEVURE/SACCHAROMYCES CEREVISIAE CANADE 3C 5 SOUCHE 1895);Substance
PROTEINE RECOMBINANTE NADA DE NEISSERIA MENINGITIDIS GROUPE B (BACTERIE/ESCHERICHIA COLI);Substance
PROTELOS;Produit
PROTHIADEN;Produit
PROTOPIC;Produit
PROVAMES;Produit
PROXALYOC;Produit
PROZAC;Produit
PRUNIER D'AFRIQUE (ECORCE DE) (EXTRAIT MOU D');Substance
PRUNIER D'AFRIQUE (EXTRAIT DE);Substance
PRUNIER D'AFRIQUE ARROW;Produit
PSEUDOEPHEDRINE (CHLORHYDRATE DE);Substance
PSYLIA;Produit
PSYLLIUM (POUDRE DE);Substance
PULMICORT;Produit
PULMODEXANE;Produit
PULMOZYME;Produit
PUREGON;Produit
PURINETHOL;Produit
PURIVIST;Produit
PYLERA;Produit
PYOSTACINE;Produit
PYRANTEL (EMBONATE DE);Substance
PYRAZINAMIDE;Substance
PYRIDOSTIGMINE (BROMURE DE);Substance
PYRIDOXINE (CHLORHYDRATE DE);Substance
PYRIMETHAMINE;Substance
QIADE;Produit
QUADRASA;Produit
QUASYM;Produit
QUESTRAN;Produit
QUETIAPINE (FUMARATE DE);Substance
QUETIAPINE ARROW;Produit
QUETIAPINE BIOGARAN;Produit
QUETIAPINE CRISTERS;Produit
QUETIAPINE EG;Produit
QUETIAPINE EVOLUGEN;Produit
QUETIAPINE KRKA;Produit
QUETIAPINE MYLAN PHARMA;Produit
QUETIAPINE RANBAXY;Produit
QUETIAPINE SANDOZ;Produit
QUETIAPINE TEVA;Produit
QUETIAPINE ZENTIVA;Produit
QUIETILINE;Produit
QUINAGOLIDE (CHLORHYDRATE DE);Substance
QUINAPRIL (CHLORHYDRATE DE);Substance
QUINAPRIL ARROW;Produit
QUINAPRIL BIOGARAN;Produit
QUINAPRIL EG;Produit
QUINAPRIL HYDROCHLOROTHIAZIDE ARROW;Produit
QUINAPRIL HYDROCHLOROTHIAZIDE EG;Produit
QUINAPRIL HYDROCHLOROTHIAZIDE MYLAN;Produit
QUINAPRIL HYDROCHLOROTHIAZIDE TEVA SANTE;Produit
QUINAPRIL MYLAN;Produit
QUINAPRIL TEVA;Produit
QUINAPRIL ZENTIVA;Produit
QUINAPRIL/HYDROCHLOROTHIAZIDE ARROW LAB;Produit
QUINAPRIL/HYDROCHLOROTHIAZIDE ZENTIVA;Produit
QUINIDINE (CHLORHYDRATE DE);Substance
QUINIMAX;Produit
QUININE (CHLORHYDRATE DE);Substance
QUINOFREE;Produit
QUITAXON;Produit
QVAR;Produit
QVARSPRAY;Produit
R O R;Produit
RABEPRAZOLE ALMUS;Produit
RABEPRAZOLE ALTER;Produit
RABEPRAZOLE ARROW;Produit
RABEPRAZOLE ARROW GENERIQUES;Produit
RABEPRAZOLE BIOGARAN;Produit
RABEPRAZOLE CRISTERS;Produit
RABEPRAZOLE EG LABO;Produit
RABEPRAZOLE EVOLUGEN;Produit
RABEPRAZOLE ISOMED;Produit
RABEPRAZOLE KRKA;Produit
RABEPRAZOLE MYLAN GENERIQUES;Produit
RABEPRAZOLE MYLAN PHARMA;Produit
RABEPRAZOLE PHR LAB;Produit
RABEPRAZOLE RANBAXY;Produit
RABEPRAZOLE RATIO;Produit
RABEPRAZOLE SANDOZ;Produit
RABEPRAZOLE SODIQUE;Substance
RABEPRAZOLE SODIQUE MONOHYDRATE;Substance
RABEPRAZOLE TEVA;Produit
RABEPRAZOLE ZENTIVA;Produit
RABEPRAZOLE ZYDUS;Produit
RACECADOTRIL;Substance
RACECADOTRIL BGR;Produit
RADIOSELECTAN;Produit
RALOPHARM;Produit
RALOXIFENE (CHLORHYDRATE DE);Substance
RALOXIFENE ARROW;Produit
RALOXIFENE BIOGARAN;Produit
RALOXIFENE CRISTERS;Produit
RALOXIFENE EG;Produit
RALOXIFENE MYLAN PHARMA;Produit
RALOXIFENE SANDOZ;Produit
RALOXIFENE TEVA;Produit
RALOXIFENE ZENTIVA;Produit
RALTEGRAVIR POTASSIQUE;Substance
RAMADOL PARACETAMOL BIOGARAN;Produit
RAMIPRIL;Substance
RAMIPRIL ALMUS;Produit
RAMIPRIL ALTER;Produit
RAMIPRIL ARROW GENERIQUES;Produit
RAMIPRIL ARROW LAB;Produit
RAMIPRIL BIOGARAN;Produit
RAMIPRIL BOUCHARA RECORDATI;Produit
RAMIPRIL CRISTERS;Produit
RAMIPRIL EG;Produit
RAMIPRIL EVOLUGEN;Produit
RAMIPRIL HYDROCHLOROTHIAZIDE ARROW;Produit
RAMIPRIL HYDROCHLOROTHIAZIDE EG;Produit
RAMIPRIL HYDROCHLOROTHIAZIDE MYLAN PHARMA;Produit
RAMIPRIL HYDROCHLOROTHIAZIDE SANDOZ;Produit
RAMIPRIL HYDROCHLOROTHIAZIDE TEVA;Produit
RAMIPRIL HYDROCHLOROTHIAZIDE ZENTIVA;Produit
RAMIPRIL ISOMED;Produit
RAMIPRIL KRKA;Produit
RAMIPRIL MYLAN;Produit
RAMIPRIL RANBAXY;Produit
RAMIPRIL RPG;Produit
RAMIPRIL SANDOZ;Produit
RAMIPRIL TEVA;Produit
RAMIPRIL TEVA SANTE;Produit
RAMIPRIL TORRENT;Produit
RAMIPRIL ZENTIVA;Produit
RAMIPRIL ZYDUS;Produit
RAMIPRIL ZYDUS France;Produit
RAMIPRIL/HYDROCHLOROTHIAZIDE BIOGARAN;Produit
RANIBIZUMAB (BACTERIE/ESCHERICHIA COLI);Substance
RANIPLEX;Produit
RANITIDINE (CHLORHYDRATE DE);Substance
RANITIDINE ARROW;Produit
RANITIDINE BIOGARAN;Produit
RANITIDINE EG;Produit
RANITIDINE EG LABO;Produit
RANITIDINE MYLAN;Produit
RANITIDINE RATIOPHARM;Produit
RANITIDINE SANDOZ;Produit
RANITIDINE TEVA;Produit
RANITIDINE ZENTIVA;Produit
RAPAMUNE;Produit
RASAGILINE (BESILATE DE);Substance
RASAGILINE (HEMITARTRATE DE);Substance
RASAGILINE ARROW;Produit
RASAGILINE BIOGARAN;Produit
RASAGILINE CRISTERS;Produit
RASAGILINE EG;Produit
RASAGILINE HCS;Produit
RASAGILINE MYLAN;Produit
RASAGILINE RATIOPHARM;Produit
RASAGILINE SANDOZ;Produit
RASAGILINE ZENTIVA;Produit
RASAGILINE ZYDUS;Produit
RASIGLINE (MESILATE DE);Substance
RASILEZ;Produit
RASILEZ HCT;Produit
RATIOGRASTIM;Produit
REANUTRIFLEX;Produit
REANUTRIFLEX OMEGA;Produit
REBETOL;Produit
REBIF;Produit
RECIVIT;Produit
REFRESH;Produit
REGORAFENIB MONOHYDRATE;Substance
RELISTOR;Produit
RELPAX;Produit
RELVAR ELLIPTA;Produit
REMINYL;Produit
RENAGEL;Produit
RENITEC;Produit
RENVELA;Produit
REPAGLINIDE;Substance
REPAGLINIDE ACCORD;Produit
REPAGLINIDE ARROW;Produit
REPAGLINIDE ARROW GENERIQUES;Produit
REPAGLINIDE ARROW LAB;Produit
REPAGLINIDE BIOGARAN;Produit
REPAGLINIDE CRISTERS;Produit
REPAGLINIDE EG;Produit
REPAGLINIDE EVOLUGEN;Produit
REPAGLINIDE KRKA;Produit
REPAGLINIDE MYLAN PHARMA;Produit
REPAGLINIDE RANBAXY;Produit
REPAGLINIDE RATIOPHARM;Produit
REPAGLINIDE SANDOZ;Produit
REPAGLINIDE TEVA;Produit
REPAGLINIDE ZENTIVA;Produit
REPAGLINIDE ZYDUS;Produit
REPATHA;Produit
REPEVAX;Produit
REQUIP;Produit
